Unnamed: 0,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Team,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,Playing Time_MP
34,Agustín Marchesín,ar ARG,CV,GK,35.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
35,Gonçalo Paciência,pt POR,CV,FW,28.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
36,Javi Rodríguez,es ESP,CV,DF,20.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
37,Ruly,es ESP,CV,GK,23.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
38,Squad Total,,CV,,26.7,38.0,418,3420.0,38.0,45.0,35.0,80.0,42.0,3.0,5.0,66.0,5.0,50.7,46.9,38.2,85.1,660.0,1345.0,1332.0,1.18,0.92,2.11,1.11,2.03,1.34,1.01,2.34,1.23,2.24,,
39,Opponent Total,,CV,,27.1,38.0,418,3420.0,38.0,54.0,32.0,86.0,48.0,6.0,8.0,89.0,4.0,54.6,48.4,35.9,84.3,651.0,1535.0,1517.0,1.42,0.84,2.26,1.26,2.11,1.44,0.95,2.38,1.27,2.22,,
0,David Soria,es ESP,Getafe,GK,30.0,38.0,38,3413.0,37.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,
1,Nemanja Maksimović,rs SRB,Getafe,MF,28.0,37.0,37,3265.0,36.3,4.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,5.5,5.5,1.1,6.6,22.0,73.0,35.0,0.11,0.0,0.11,0.11,0.11,0.15,0.03,0.18,0.15,0.18,Matches,
2,Mason Greenwood,eng ENG,Getafe,"MF,FW",21.0,33.0,30,2662.0,29.6,8.0,6.0,14.0,6.0,2.0,3.0,6.0,1.0,8.8,6.4,4.6,11.0,127.0,89.0,239.0,0.27,0.2,0.47,0.2,0.41,0.3,0.15,0.45,0.22,0.37,Matches,
3,Djené,tg TOG,Getafe,"DF,MF",31.0,33.0,30,2484.0,27.6,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.1,0.1,0.3,0.4,13.0,98.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.02,Matches,
4,Gastón Álvarez,uy URU,Getafe,DF,23.0,34.0,29,2537.0,28.2,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,0.7,0.7,0.6,1.4,11.0,63.0,40.0,0.07,0.0,0.07,0.07,0.07,0.03,0.02,0.05,0.03,0.05,Matches,
5,Diego Rico,es ESP,Getafe,DF,30.0,32.0,28,2535.0,28.2,0.0,7.0,7.0,0.0,0.0,0.0,10.0,0.0,0.3,0.3,3.8,4.1,28.0,119.0,79.0,0.0,0.25,0.25,0.0,0.25,0.01,0.14,0.15,0.01,0.15,Matches,
6,Borja Mayoral,es ESP,Getafe,FW,26.0,27.0,25,2153.0,23.9,15.0,1.0,16.0,11.0,4.0,4.0,2.0,0.0,11.9,8.7,1.4,10.1,27.0,67.0,100.0,0.63,0.04,0.67,0.46,0.5,0.5,0.06,0.55,0.36,0.42,Matches,
7,Luis Milla,es ESP,Getafe,MF,28.0,27.0,25,2115.0,23.5,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.6,0.6,1.7,2.3,31.0,121.0,35.0,0.0,0.04,0.04,0.0,0.04,0.03,0.07,0.1,0.03,0.1,Matches,
8,Omar Alderete,py PAR,Getafe,DF,26.0,31.0,24,2195.0,24.4,0.0,1.0,1.0,0.0,0.0,0.0,8.0,1.0,1.2,1.2,1.0,2.2,23.0,98.0,9.0,0.0,0.04,0.04,0.0,0.04,0.05,0.04,0.09,0.05,0.09,Matches,
9,Jaime Mata,es ESP,Getafe,"FW,MF",34.0,35.0,22,1787.0,19.9,5.0,1.0,6.0,5.0,0.0,0.0,10.0,1.0,5.6,5.6,1.5,7.2,16.0,19.0,138.0,0.25,0.05,0.3,0.25,0.3,0.28,0.08,0.36,0.28,0.36,Matches,
10,Iglesias,es ESP,Getafe,"DF,FW",25.0,23.0,16,1412.0,15.7,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.6,0.6,0.7,1.3,16.0,43.0,48.0,0.0,0.13,0.13,0.0,0.13,0.04,0.04,0.08,0.04,0.08,Matches,
11,Juanmi Latasa,es ESP,Getafe,FW,22.0,32.0,15,1555.0,17.3,2.0,0.0,2.0,2.0,0.0,0.0,7.0,1.0,3.6,3.5,1.5,5.0,7.0,16.0,82.0,0.12,0.0,0.12,0.12,0.12,0.21,0.09,0.29,0.2,0.29,Matches,
12,Carmona,es ESP,Getafe,"DF,MF",21.0,30.0,15,1313.0,14.6,1.0,1.0,2.0,1.0,0.0,0.0,8.0,0.0,0.8,0.8,1.0,1.8,29.0,39.0,55.0,0.07,0.07,0.14,0.07,0.14,0.06,0.07,0.12,0.06,0.12,Matches,
13,Damián Suárez,uy URU,Getafe,DF,35.0,16.0,15,1299.0,14.4,0.0,2.0,2.0,0.0,0.0,0.0,7.0,1.0,0.3,0.3,0.8,1.2,20.0,58.0,47.0,0.0,0.14,0.14,0.0,0.14,0.02,0.06,0.08,0.02,0.08,Matches,
14,Domingos Duarte,pt POR,Getafe,DF,28.0,15.0,11,907.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.3,0.3,0.1,0.4,7.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches,
15,Carles Aleñá,es ESP,Getafe,MF,25.0,29.0,10,1020.0,11.3,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,1.2,1.2,1.6,2.8,12.0,23.0,45.0,0.09,0.09,0.18,0.09,0.18,0.11,0.14,0.25,0.11,0.25,Matches,
16,Óscar Rodríguez Arnaiz,es ESP,Getafe,"MF,FW",25.0,24.0,9,967.0,10.7,2.0,1.0,3.0,2.0,0.0,0.0,9.0,0.0,1.5,1.5,2.1,3.6,13.0,52.0,48.0,0.19,0.09,0.28,0.19,0.28,0.14,0.2,0.34,0.14,0.34,Matches,
17,Stefan Mitrović,rs SRB,Getafe,DF,33.0,11.0,9,699.0,7.8,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.1,0.1,0.3,0.4,4.0,19.0,2.0,0.13,0.0,0.13,0.13,0.13,0.01,0.04,0.05,0.01,0.05,Matches,
18,Jesús Santiago,es ESP,Getafe,MF,19.0,14.0,8,656.0,7.3,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.6,0.6,0.4,1.0,5.0,15.0,12.0,0.14,0.0,0.14,0.14,0.14,0.08,0.05,0.14,0.08,0.14,Matches,
19,Ilaix Moriba,gn GUI,Getafe,"MF,FW",20.0,14.0,8,605.0,6.7,0.0,2.0,2.0,0.0,0.0,0.0,5.0,1.0,0.3,0.3,0.6,0.9,8.0,21.0,19.0,0.0,0.3,0.3,0.0,0.3,0.05,0.09,0.14,0.05,0.14,Matches,
20,Jordi,es ESP,Getafe,"MF,DF",22.0,13.0,5,573.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3,1.3,0.6,1.8,6.0,14.0,28.0,0.0,0.0,0.0,0.0,0.0,0.2,0.09,0.28,0.2,0.28,Matches,
21,Mauro Arambarri,uy URU,Getafe,MF,27.0,7.0,3,339.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.0,0.6,2.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,0.14,0.01,0.15,0.14,0.15,Matches,
22,Nabil Aberdin,fr FRA,Getafe,DF,20.0,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,
23,Fabrizio Angileri,ar ARG,Getafe,"DF,MF",29.0,11.0,2,164.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.3,1.3,2.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.73,0.0,0.73,Matches,
24,Enes Ünal,tr TUR,Getafe,"FW,MF",26.0,3.0,1,140.0,1.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.5,2.0,1.0,7.0,0.0,0.64,0.64,0.0,0.64,0.06,0.24,0.3,0.06,0.3,Matches,
25,Alberto Risco,es ESP,Getafe,MF,17.0,4.0,1,137.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,3.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.05,0.21,0.26,0.05,0.26,Matches,
26,Portu,es ESP,Getafe,FW,31.0,3.0,0,97.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,0.3,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.15,0.14,0.29,0.15,0.29,Matches,
27,Anthony Lozano,hn HON,Getafe,"MF,FW",30.0,6.0,0,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.3,0.4,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.18,0.25,0.43,0.18,0.43,Matches,
28,Santiago García,es ESP,Getafe,FW,21.0,1.0,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,
29,Daniel Fuzato,br BRA,Getafe,GK,26.0,1.0,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,
30,Gorka Rivera Alonso,es ESP,Getafe,DF,18.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,
31,Yassin Tallal,es ESP,Getafe,FW,18.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,
32,Jeremy Jorge,es ESP,Getafe,FW,20.0,1.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,
33,Jorge Benito,es ESP,Getafe,GK,17.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
34,Facundo Esnáider,es ESP,Getafe,MF,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
35,Sergio Gimeno,es ESP,Getafe,DF,22.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
36,Alejandro Herranz,es ESP,Getafe,DF,18.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
37,John Joe,ie IRL,Getafe,MF,19.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
38,Diego López,es ESP,Getafe,MF,21.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
39,Djordjije Medenica,es ESP,Getafe,GK,16.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
40,Squad Total,,Getafe,,27.3,38.0,418,3420.0,38.0,42.0,27.0,69.0,36.0,6.0,7.0,135.0,10.0,45.7,40.2,27.9,68.0,439.0,1141.0,1124.0,1.11,0.71,1.82,0.95,1.66,1.2,0.73,1.94,1.06,1.79,,
41,Opponent Total,,Getafe,,27.2,38.0,418,3420.0,38.0,54.0,37.0,91.0,49.0,5.0,7.0,105.0,10.0,53.8,48.3,38.0,86.3,599.0,1325.0,1309.0,1.42,0.97,2.39,1.29,2.26,1.42,1.0,2.42,1.27,2.27,,
0,Paulo Gazzaniga,ar ARG,Girona,GK,31.0,,38,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,38.0
1,Aleix García,es ESP,Girona,MF,26.0,,36,3199.0,35.5,3.0,6.0,9.0,3.0,0.0,0.0,4.0,1.0,1.8,1.8,5.5,7.3,58.0,294.0,52.0,0.08,0.17,0.25,0.08,0.25,0.05,0.16,0.21,0.05,0.21,Matches,37.0
2,Miguel Gutiérrez,es ESP,Girona,DF,22.0,,35,3032.0,33.7,2.0,7.0,9.0,2.0,0.0,0.0,4.0,0.0,2.8,2.8,7.5,10.2,74.0,146.0,184.0,0.06,0.21,0.27,0.06,0.27,0.08,0.22,0.3,0.08,0.3,Matches,35.0
3,Sávio,br BRA,Girona,"FW,MF",19.0,,35,2976.0,33.1,9.0,10.0,19.0,9.0,0.0,0.0,5.0,0.0,6.1,6.1,7.9,14.0,181.0,93.0,372.0,0.27,0.3,0.57,0.27,0.57,0.18,0.24,0.42,0.18,0.42,Matches,37.0
4,Daley Blind,nl NED,Girona,DF,33.0,,33,2972.0,33.0,1.0,2.0,3.0,1.0,0.0,0.0,6.0,0.0,1.7,1.7,1.1,2.8,48.0,209.0,22.0,0.03,0.06,0.09,0.03,0.09,0.05,0.03,0.09,0.05,0.09,Matches,34.0
5,Iván Martín,es ESP,Girona,MF,24.0,,33,2729.0,30.3,5.0,4.0,9.0,5.0,0.0,0.0,5.0,0.0,2.9,2.9,3.4,6.3,84.0,143.0,109.0,0.16,0.13,0.3,0.16,0.3,0.09,0.11,0.21,0.09,0.21,Matches,36.0
6,Artem Dovbyk,ua UKR,Girona,FW,26.0,,32,2587.0,28.7,24.0,8.0,32.0,17.0,7.0,8.0,2.0,0.0,24.2,17.9,6.2,24.1,18.0,26.0,118.0,0.83,0.28,1.11,0.59,0.87,0.84,0.21,1.05,0.62,0.84,Matches,36.0
7,Eric García,es ESP,Girona,DF,22.0,,30,2637.0,29.3,5.0,0.0,5.0,5.0,0.0,0.0,4.0,0.0,2.8,2.8,0.5,3.4,45.0,221.0,18.0,0.17,0.0,0.17,0.17,0.17,0.1,0.02,0.12,0.1,0.12,Matches,30.0
8,Yangel Herrera,ve VEN,Girona,MF,25.0,,27,2107.0,23.4,5.0,0.0,5.0,5.0,0.0,0.0,9.0,0.0,4.9,4.9,2.4,7.3,31.0,92.0,76.0,0.21,0.0,0.21,0.21,0.21,0.21,0.1,0.31,0.21,0.31,Matches,29.0
9,Viktor Tsyhankov,ua UKR,Girona,"MF,FW",25.0,,26,2052.0,22.8,8.0,7.0,15.0,8.0,0.0,0.0,0.0,0.0,6.2,6.2,5.9,12.1,65.0,89.0,226.0,0.35,0.31,0.66,0.35,0.66,0.27,0.26,0.53,0.27,0.53,Matches,30.0
10,David López,es ESP,Girona,DF,33.0,,25,1965.0,21.8,3.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,2.1,1.9,0.2,2.1,15.0,54.0,1.0,0.14,0.0,0.14,0.14,0.14,0.1,0.01,0.11,0.09,0.1,Matches,25.0
11,Yan Couto,br BRA,Girona,"DF,FW",21.0,,24,2245.0,24.9,1.0,8.0,9.0,1.0,0.0,0.0,8.0,0.0,1.5,1.5,4.2,5.7,151.0,97.0,240.0,0.04,0.32,0.36,0.04,0.36,0.06,0.17,0.23,0.06,0.23,Matches,34.0
12,Arnau Martinez,es ESP,Girona,DF,20.0,,14,1241.0,13.8,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,1.4,1.6,29.0,68.0,16.0,0.0,0.15,0.15,0.0,0.15,0.01,0.1,0.12,0.01,0.12,Matches,21.0
13,Portu,es ESP,Girona,"MF,FW",31.0,,11,1188.0,13.2,7.0,5.0,12.0,7.0,0.0,0.0,3.0,0.0,3.4,3.4,3.5,6.8,32.0,32.0,96.0,0.53,0.38,0.91,0.53,0.91,0.26,0.26,0.52,0.26,0.52,Matches,33.0
14,Juanpe,es ESP,Girona,DF,32.0,,6,746.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.0,0.2,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,17.0
15,Cristhian Stuani,uy URU,Girona,FW,36.0,,5,804.0,8.9,9.0,3.0,12.0,9.0,0.0,0.0,6.0,0.0,9.6,9.6,1.9,11.5,3.0,5.0,24.0,1.01,0.34,1.34,1.01,1.34,1.08,0.21,1.29,1.08,1.29,Matches,31.0
16,Pablo Torre,es ESP,Girona,"MF,FW",20.0,,4,701.0,7.8,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,0.9,1.6,25.0,65.0,40.0,0.0,0.26,0.26,0.0,0.26,0.1,0.11,0.21,0.1,0.21,Matches,26.0
17,Valery Fernández,es ESP,Girona,"MF,FW",23.0,,2,506.0,5.6,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.7,0.7,0.8,1.5,20.0,12.0,54.0,0.36,0.0,0.36,0.36,0.36,0.12,0.14,0.26,0.12,0.26,Matches,27.0
18,Jhon Solis,co COL,Girona,MF,18.0,,2,384.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3,1.4,9.0,22.0,13.0,0.0,0.0,0.0,0.0,0.0,0.24,0.07,0.32,0.24,0.32,Matches,18.0
19,Antal Yaakobishvili,hu HUN,Girona,DF,19.0,,0,61.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.37,0.0,0.37,Matches,1.0
20,Jastin García,es ESP,Girona,FW,19.0,,0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,3.0
21,Toni Villa,es ESP,Girona,FW,28.0,,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,Matches,2.0
22,Ibrahima Kebe,ml MLI,Girona,MF,22.0,,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2.0
23,Bernardo Espinosa,co COL,Girona,DF,34.0,,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2.0
24,Silvi Clúa,es ESP,Girona,MF,18.0,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,1.0
25,Juan Carlos,es ESP,Girona,GK,35.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,Matches,0.0
26,Iker Almena,es ESP,Girona,FW,19.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,0.0
27,Ricard Artero,es ESP,Girona,MF,20.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,0.0
28,Santiago Bueno,uy URU,Girona,DF,24.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,0.0
29,Toni Fuidias,es ESP,Girona,GK,22.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,0.0
30,Borja García,es ESP,Girona,"FW,MF",32.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,0.0
31,Carles Garrido,es ESP,Girona,FW,18.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,0.0
32,Eric Monjonell,es ESP,Girona,DF,21.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,0.0
33,Manu Vallejo,es ESP,Girona,"FW,MF",26.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,0.0
34,Squad Total,,Girona,,26.1,,418,3420.0,38.0,84.0,64.0,148.0,77.0,7.0,8.0,75.0,1.0,70.8,64.6,54.0,118.6,894.0,1685.0,1673.0,2.21,1.68,3.89,2.03,3.71,1.86,1.42,3.28,1.7,3.12,,38.0
35,Opponent Total,,Girona,,27.2,,418,3420.0,38.0,46.0,30.0,76.0,41.0,5.0,7.0,104.0,5.0,54.3,48.9,37.7,86.6,610.0,1277.0,1269.0,1.21,0.79,2.0,1.08,1.87,1.43,0.99,2.42,1.29,2.28,,38.0
0,Carlos Neva,es ESP,Granada,DF,27.0,36.0,36,3146.0,35.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,3.2,3.3,43.0,111.0,98.0,0.0,0.06,0.06,0.0,0.06,0.0,0.09,0.1,0.0,0.1,Matches,
1,Ignasi Miquel,es ESP,Granada,DF,30.0,34.0,33,2992.0,33.2,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,1.4,1.4,1.2,2.5,8.0,83.0,8.0,0.03,0.03,0.06,0.03,0.06,0.04,0.04,0.08,0.04,0.08,Matches,
2,Gerard Gumbau,es ESP,Granada,MF,28.0,35.0,31,2674.0,29.7,0.0,3.0,3.0,0.0,0.0,0.0,12.0,0.0,1.8,1.8,4.0,5.8,20.0,135.0,29.0,0.0,0.1,0.1,0.0,0.1,0.06,0.14,0.19,0.06,0.19,Matches,
3,Lucas Boyé,ar ARG,Granada,FW,27.0,31.0,30,2541.0,28.2,6.0,3.0,9.0,6.0,0.0,0.0,8.0,1.0,6.2,6.2,2.8,8.9,36.0,65.0,131.0,0.21,0.11,0.32,0.21,0.32,0.22,0.1,0.32,0.22,0.32,Matches,
4,Sergio Ruiz,es ESP,Granada,MF,28.0,35.0,30,2494.0,27.7,0.0,4.0,4.0,0.0,0.0,0.0,9.0,0.0,0.7,0.7,1.3,2.0,34.0,113.0,23.0,0.0,0.14,0.14,0.0,0.14,0.03,0.05,0.07,0.03,0.07,Matches,
5,Myrto Uzuni,al ALB,Granada,FW,28.0,34.0,28,2448.0,27.2,11.0,1.0,12.0,7.0,4.0,5.0,3.0,0.0,12.9,9.0,2.6,11.6,21.0,18.0,90.0,0.4,0.04,0.44,0.26,0.29,0.48,0.09,0.57,0.33,0.43,Matches,
6,Ricard Sánchez,es ESP,Granada,DF,23.0,33.0,25,2295.0,25.5,3.0,0.0,3.0,3.0,0.0,0.0,8.0,0.0,1.0,1.0,1.9,2.9,49.0,84.0,103.0,0.12,0.0,0.12,0.12,0.12,0.04,0.08,0.11,0.04,0.11,Matches,
7,Gonzalo Villar,es ESP,Granada,MF,25.0,35.0,21,1803.0,20.0,1.0,3.0,4.0,1.0,0.0,0.0,7.0,0.0,1.9,1.9,2.2,4.1,27.0,74.0,27.0,0.05,0.15,0.2,0.05,0.2,0.09,0.11,0.2,0.09,0.2,Matches,
8,Bryan Zaragoza,es ESP,Granada,"MF,FW",22.0,21.0,18,1638.0,18.2,6.0,2.0,8.0,5.0,1.0,1.0,5.0,0.0,3.8,3.0,3.3,6.3,100.0,36.0,127.0,0.33,0.11,0.44,0.27,0.38,0.21,0.18,0.39,0.16,0.35,Matches,
9,Miguel Ángel Rubio,es ESP,Granada,DF,25.0,19.0,17,1560.0,17.3,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.8,0.8,0.1,0.9,7.0,27.0,1.0,0.06,0.0,0.06,0.06,0.06,0.05,0.0,0.05,0.05,0.05,Matches,
10,Augusto Batalla,ar ARG,Granada,GK,27.0,17.0,17,1530.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,
11,Bruno Méndez,uy URU,Granada,DF,23.0,17.0,15,1333.0,14.8,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.6,0.6,0.1,0.7,8.0,47.0,14.0,0.14,0.0,0.14,0.14,0.14,0.04,0.01,0.05,0.04,0.05,Matches,
12,Óscar Melendo,es ESP,Granada,"MF,FW",25.0,26.0,15,1122.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.5,0.9,21.0,38.0,33.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.07,0.04,0.07,Matches,
13,André Ferreira,pt POR,Granada,GK,27.0,15.0,14,1340.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,
14,Raúl Torrente,es ESP,Granada,DF,21.0,17.0,14,1250.0,13.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.4,0.6,4.0,33.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches,
15,Facundo Pellistri,uy URU,Granada,"MF,FW",21.0,15.0,14,1232.0,13.7,2.0,1.0,3.0,2.0,0.0,0.0,2.0,1.0,2.5,2.5,1.2,3.7,33.0,22.0,96.0,0.15,0.07,0.22,0.15,0.22,0.18,0.09,0.27,0.18,0.27,Matches,
16,José Callejón,es ESP,Granada,"MF,FW",36.0,25.0,7,803.0,8.9,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.3,1.3,1.5,2.8,10.0,35.0,50.0,0.0,0.11,0.11,0.0,0.11,0.15,0.17,0.32,0.15,0.32,Matches,
17,Kamil Jóźwiak,pl POL,Granada,MF,25.0,11.0,7,571.0,6.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,1.2,1.3,15.0,21.0,31.0,0.0,0.16,0.16,0.0,0.16,0.02,0.19,0.21,0.02,0.21,Matches,
18,Antonio Puertas,es ESP,Granada,"MF,FW",31.0,27.0,6,730.0,8.1,0.0,2.0,2.0,0.0,0.0,2.0,3.0,1.0,3.2,1.6,0.6,2.2,18.0,22.0,46.0,0.0,0.25,0.25,0.0,0.25,0.39,0.08,0.47,0.2,0.27,Matches,
