Unnamed: 0,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Team,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,Playing Time_MP
25,Peru Nolaskoain,es ESP,!merged,"DF,MF",24.0,2.0,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,
26,Aingeru Olabarrieta,es ESP,!merged,FW,17.0,1.0,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches,
27,Unai Eguíluz,es ESP,!merged,DF,21.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
28,Javi Martón,es ESP,!merged,FW,24.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
29,Alex Padilla,es ESP,!merged,GK,19.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
30,Hugo Rincón,es ESP,!merged,DF,20.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
31,Squad Total,,!merged,,27.3,38.0,418,3420.0,38.0,59.0,41.0,100.0,56.0,3.0,5.0,80.0,5.0,52.7,48.7,37.0,85.8,735.0,1610.0,1596.0,1.55,1.08,2.63,1.47,2.55,1.39,0.97,2.36,1.28,2.26,,
32,Opponent Total,,!merged,,26.9,38.0,418,3420.0,38.0,33.0,27.0,60.0,32.0,1.0,5.0,82.0,3.0,41.3,37.5,32.0,69.5,521.0,1298.0,1281.0,0.87,0.71,1.58,0.84,1.55,1.09,0.84,1.93,0.99,1.83,,
0,Antonio Sivera,es ESP,!merged,GK,26.0,34.0,34,3060.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,
1,Jon Guridi,es ESP,!merged,MF,28.0,36.0,34,2678.0,29.8,3.0,4.0,7.0,3.0,0.0,0.0,2.0,0.0,4.0,4.0,3.5,7.5,30.0,117.0,92.0,0.1,0.13,0.24,0.1,0.24,0.13,0.12,0.25,0.13,0.25,Matches,
2,Ander Guevara,es ESP,!merged,MF,26.0,37.0,33,2932.0,32.6,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.7,0.7,0.9,1.5,53.0,187.0,37.0,0.03,0.0,0.03,0.03,0.03,0.02,0.03,0.05,0.02,0.05,Matches,
3,Andoni Gorosabel,es ESP,!merged,DF,26.0,36.0,33,2854.0,31.7,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.7,0.7,1.3,2.0,58.0,117.0,121.0,0.03,0.0,0.03,0.03,0.03,0.02,0.04,0.06,0.02,0.06,Matches,
4,Luis Rioja,es ESP,!merged,"FW,MF",29.0,37.0,31,2498.0,27.8,5.0,4.0,9.0,2.0,3.0,4.0,4.0,0.0,6.1,3.0,3.9,6.9,70.0,77.0,173.0,0.18,0.14,0.32,0.07,0.22,0.22,0.14,0.36,0.11,0.25,Matches,
5,Antonio Blanco,es ESP,!merged,MF,23.0,33.0,29,2426.0,27.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.8,0.8,1.2,2.1,20.0,133.0,22.0,0.0,0.04,0.04,0.0,0.04,0.03,0.05,0.08,0.03,0.08,Matches,
6,Rafa Marín,es ESP,!merged,DF,21.0,33.0,27,2443.0,27.1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.7,0.7,0.3,1.0,13.0,77.0,6.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches,
7,Abdel Abqar,ma MAR,!merged,DF,24.0,27.0,27,2312.0,25.7,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.5,0.5,0.2,0.6,7.0,49.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.02,0.02,Matches,
8,Javi López,es ESP,!merged,DF,21.0,32.0,25,2386.0,26.5,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,0.9,0.9,3.0,4.0,53.0,92.0,120.0,0.04,0.11,0.15,0.04,0.15,0.04,0.11,0.15,0.04,0.15,Matches,
9,Samu Omorodion,es ESP,!merged,FW,19.0,34.0,21,1918.0,21.3,8.0,1.0,9.0,8.0,0.0,0.0,6.0,0.0,10.8,10.8,1.3,12.0,30.0,18.0,100.0,0.38,0.05,0.42,0.38,0.42,0.51,0.06,0.56,0.51,0.56,Matches,
10,Rubén Duarte,es ESP,!merged,DF,27.0,28.0,21,1878.0,20.9,2.0,1.0,3.0,2.0,0.0,0.0,7.0,0.0,0.7,0.7,1.5,2.2,16.0,81.0,39.0,0.1,0.05,0.14,0.1,0.14,0.03,0.07,0.1,0.03,0.1,Matches,
11,Kiké,es ESP,!merged,"FW,MF",33.0,33.0,15,1423.0,15.8,3.0,2.0,5.0,3.0,0.0,1.0,3.0,0.0,7.7,6.9,2.0,8.9,18.0,32.0,97.0,0.19,0.13,0.32,0.19,0.32,0.49,0.13,0.61,0.44,0.56,Matches,
12,Alex Sola,es ESP,!merged,"FW,MF",24.0,29.0,14,1262.0,14.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,1.6,1.6,2.3,3.9,40.0,42.0,103.0,0.0,0.21,0.21,0.0,0.21,0.12,0.16,0.28,0.12,0.28,Matches,
13,Carlos Vicente,es ESP,!merged,FW,24.0,18.0,12,1114.0,12.4,2.0,4.0,6.0,2.0,0.0,0.0,1.0,0.0,2.3,2.3,3.7,6.0,23.0,23.0,82.0,0.16,0.32,0.48,0.16,0.48,0.19,0.3,0.49,0.19,0.49,Matches,
14,Nahuel Tenaglia,ar ARG,!merged,DF,27.0,25.0,11,1141.0,12.7,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.6,0.6,0.5,1.2,17.0,45.0,24.0,0.08,0.0,0.08,0.08,0.08,0.05,0.04,0.09,0.05,0.09,Matches,
15,Aleksandar Sedlar,rs SRB,!merged,DF,31.0,11.0,11,946.0,10.5,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.3,0.3,0.1,0.3,6.0,26.0,1.0,0.1,0.0,0.1,0.1,0.1,0.03,0.01,0.03,0.03,0.03,Matches,
16,Carlos Benavídez,uy URU,!merged,MF,25.0,29.0,10,1136.0,12.6,3.0,1.0,4.0,3.0,0.0,0.0,5.0,0.0,1.0,1.0,0.5,1.5,9.0,60.0,5.0,0.24,0.08,0.32,0.24,0.32,0.08,0.04,0.12,0.08,0.12,Matches,
17,Ianis Hagi,ro ROU,!merged,"MF,FW",24.0,22.0,8,804.0,8.9,0.0,2.0,2.0,0.0,0.0,1.0,3.0,0.0,2.8,2.0,2.0,4.0,17.0,32.0,58.0,0.0,0.22,0.22,0.0,0.22,0.31,0.22,0.53,0.22,0.44,Matches,
18,Abderrahman Rebbach,dz ALG,!merged,"FW,MF",24.0,23.0,6,722.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,1.8,2.6,34.0,14.0,78.0,0.12,0.0,0.12,0.12,0.12,0.1,0.22,0.33,0.1,0.33,Matches,
19,Giuliano Simeone,ar ARG,!merged,FW,20.0,14.0,6,630.0,7.0,1.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,2.4,1.6,2.0,3.6,25.0,24.0,47.0,0.14,0.29,0.43,0.14,0.43,0.34,0.29,0.63,0.23,0.52,Matches,
20,Jesús Owono,gq EQG,!merged,GK,22.0,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,
21,Xeber,es ESP,!merged,"FW,MF",26.0,10.0,3,302.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.6,1.0,6.0,6.0,30.0,0.0,0.0,0.0,0.0,0.0,0.11,0.19,0.3,0.11,0.3,Matches,
22,Joaquín Panichelli,ar ARG,!merged,"FW,MF",20.0,8.0,2,226.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.1,0.7,3.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.22,0.04,0.26,0.22,0.26,Matches,
23,Miguel,es ESP,!merged,"FW,MF",23.0,3.0,1,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13,Matches,
24,Mamadou Sylla,sn SEN,!merged,"FW,MF",29.0,2.0,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,
25,Jon Karrikaburu,es ESP,!merged,"MF,FW",20.0,2.0,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,
26,Eneko Ortiz,es ESP,!merged,DF,20.0,1.0,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,
27,Tomás Mendes,es ESP,!merged,MF,18.0,1.0,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,
28,Unai Ropero,es ESP,!merged,MF,21.0,1.0,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,
29,Victor Parada,es ESP,!merged,"FW,MF",21.0,2.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,
30,Selu Diallo,es ESP,!merged,MF,19.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
31,George Gagua,ge GEO,!merged,FW,21.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
32,Álvaro García,es ESP,!merged,DF,18.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
33,Gaizka García,es ESP,!merged,GK,18.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
34,Joseda,es ESP,!merged,DF,22.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
35,Nikola Maraš,rs SRB,!merged,DF,27.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
36,Rubén Montero,es ESP,!merged,GK,17.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
37,Egoitz Muñoz,es ESP,!merged,DF,18.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
38,Adrian Rodriguez,es ESP,!merged,GK,22.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
39,Ander Sánchez,es ESP,!merged,MF,19.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
40,Squad Total,,!merged,,25.6,38.0,418,3420.0,38.0,33.0,28.0,61.0,30.0,3.0,7.0,84.0,1.0,46.2,40.7,32.4,73.0,550.0,1260.0,1252.0,0.87,0.74,1.61,0.79,1.53,1.22,0.85,2.07,1.07,1.92,,
41,Opponent Total,,!merged,,27.2,38.0,418,3420.0,38.0,44.0,29.0,73.0,36.0,8.0,8.0,102.0,7.0,44.7,38.5,29.8,68.3,744.0,1502.0,1487.0,1.16,0.76,1.92,0.95,1.71,1.18,0.78,1.96,1.01,1.8,,
0,Luís Maximiano,pt POR,!merged,GK,24.0,33.0,33,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,
1,Édgar González,es ESP,!merged,"DF,MF",26.0,31.0,30,2522.0,28.0,2.0,0.0,2.0,2.0,0.0,0.0,7.0,1.0,2.3,2.3,0.3,2.6,6.0,72.0,6.0,0.07,0.0,0.07,0.07,0.07,0.08,0.01,0.09,0.08,0.09,Matches,
2,Adri Embarba,es ESP,!merged,"FW,MF",31.0,36.0,29,2476.0,27.5,3.0,2.0,5.0,2.0,1.0,1.0,5.0,0.0,4.3,3.5,4.4,8.0,94.0,58.0,167.0,0.11,0.07,0.18,0.07,0.15,0.16,0.16,0.32,0.13,0.29,Matches,
3,Lucas Robertone,ar ARG,!merged,MF,26.0,33.0,29,2381.0,26.5,0.0,5.0,5.0,0.0,0.0,0.0,11.0,0.0,1.0,1.0,2.5,3.5,31.0,128.0,37.0,0.0,0.19,0.19,0.0,0.19,0.04,0.1,0.13,0.04,0.13,Matches,
4,Chumi,es ESP,!merged,DF,24.0,31.0,26,2434.0,27.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,1.4,2.4,11.0,68.0,4.0,0.0,0.04,0.04,0.0,0.04,0.04,0.05,0.09,0.04,0.09,Matches,
5,Dion Lopy,sn SEN,!merged,MF,21.0,30.0,23,1916.0,21.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.3,1.3,1.2,2.4,23.0,90.0,19.0,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.11,0.06,0.11,Matches,
6,Sergio Arribas,es ESP,!merged,"MF,FW",21.0,34.0,22,2047.0,22.7,9.0,4.0,13.0,9.0,0.0,0.0,1.0,0.0,8.6,8.6,3.7,12.2,56.0,81.0,94.0,0.4,0.18,0.57,0.4,0.57,0.38,0.16,0.54,0.38,0.54,Matches,
7,Marc Pubill,es ESP,!merged,DF,20.0,23.0,22,1883.0,20.9,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,0.7,0.7,1.5,2.2,59.0,36.0,85.0,0.05,0.14,0.19,0.05,0.19,0.03,0.07,0.1,0.03,0.1,Matches,
8,Léo Baptistão,br BRA,!merged,FW,30.0,32.0,22,1837.0,20.4,6.0,0.0,6.0,6.0,0.0,0.0,6.0,1.0,5.3,5.3,1.8,7.1,26.0,45.0,88.0,0.29,0.0,0.29,0.29,0.29,0.25,0.09,0.34,0.25,0.34,Matches,
9,César Montes,mx MEX,!merged,DF,26.0,21.0,21,1788.0,19.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.7,0.7,0.2,0.9,7.0,52.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.04,0.04,0.04,Matches,
10,Sergio Akieme,es ESP,!merged,DF,25.0,19.0,19,1675.0,18.6,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.2,1.2,2.2,3.3,27.0,28.0,72.0,0.11,0.0,0.11,0.11,0.11,0.06,0.12,0.18,0.06,0.18,Matches,
11,Largie Ramazani,be BEL,!merged,"FW,MF",22.0,29.0,16,1555.0,17.3,3.0,5.0,8.0,3.0,0.0,0.0,11.0,2.0,4.7,4.7,5.7,10.5,59.0,42.0,104.0,0.17,0.29,0.46,0.17,0.46,0.27,0.33,0.6,0.27,0.6,Matches,
12,Iddrisu Baba,gh GHA,!merged,MF,27.0,25.0,14,1430.0,15.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.7,0.7,0.6,1.3,1.0,60.0,5.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.08,0.05,0.08,Matches,
13,Jonathan Viera,es ESP,!merged,MF,33.0,12.0,12,912.0,10.1,0.0,3.0,3.0,0.0,0.0,0.0,3.0,1.0,1.3,1.3,2.7,3.9,35.0,68.0,29.0,0.0,0.3,0.3,0.0,0.3,0.13,0.26,0.39,0.13,0.39,Matches,
14,Álex Centelles,es ESP,!merged,DF,25.0,14.0,11,980.0,10.9,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.6,1.6,16.0,31.0,53.0,0.0,0.09,0.09,0.0,0.09,0.0,0.14,0.15,0.0,0.15,Matches,
15,Gonzalo Melero,es ESP,!merged,"MF,FW",29.0,28.0,10,1103.0,12.3,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,2.0,2.0,1.2,3.2,23.0,49.0,33.0,0.08,0.08,0.16,0.08,0.16,0.16,0.1,0.26,0.16,0.26,Matches,
16,Luis Javier Suárez,co COL,!merged,FW,25.0,15.0,10,917.0,10.2,6.0,0.0,6.0,5.0,1.0,1.0,3.0,0.0,6.5,5.7,0.6,6.3,30.0,15.0,53.0,0.59,0.0,0.59,0.49,0.49,0.64,0.06,0.7,0.56,0.62,Matches,
17,Anthony Lozano,hn HON,!merged,FW,30.0,13.0,10,772.0,8.6,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,3.3,3.3,0.7,4.0,12.0,16.0,24.0,0.35,0.0,0.35,0.35,0.35,0.38,0.08,0.46,0.38,0.46,Matches,
18,Alejandro Pozo Pozo,es ESP,!merged,"DF,MF",24.0,21.0,9,976.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.6,1.0,22.0,44.0,62.0,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.1,0.04,0.1,Matches,
19,Bruno Langa,mz MOZ,!merged,DF,25.0,11.0,9,820.0,9.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.2,0.2,0.4,0.5,14.0,25.0,30.0,0.11,0.0,0.11,0.11,0.11,0.02,0.04,0.06,0.02,0.06,Matches,
20,Aleksandar Radovanović,rs SRB,!merged,DF,29.0,9.0,8,569.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.1,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,
21,Kaiky,br BRA,!merged,DF,19.0,8.0,5,523.0,5.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.3,4.0,24.0,1.0,0.17,0.0,0.17,0.17,0.17,0.04,0.0,0.04,0.04,0.04,Matches,
