Unnamed: 0,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,Team,Unnamed: 4_level_0_MP
23,Francisco Reis Ferreira,pt POR,DF,23,,2,181,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Matches,merged_,3
24,Christian Oliva,uy URU,MF,24,,1,198,2.2,0,2,2,0,0,0,0,0,0,0,0.1,0.2,3,8,1,0,0.91,0.91,0,0.91,0.02,0.06,0.08,0.02,0.08,Matches,merged_,9
25,Guillem Molina,es ESP,DF,20,,1,153,1.7,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Matches,merged_,2
26,Patrick Cutrone,it ITA,FW,22,,0,108,1.2,0,0,0,0,0,0,0,0,0.4,0.4,0.3,0.7,1,3,6,0,0,0,0,0,0.36,0.24,0.61,0.36,0.61,Matches,merged_,7
27,Cristiano Piccini,it ITA,DF,27,,0,67,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches,merged_,3
28,Rubén Sobrin,es ESP,"MF,FW",28,,0,49,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,Matches,merged_,5
29,Koba Koindredi,fr FRA,MF,18,,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,merged_,2
30,�lex Centelles,es ESP,DF,22,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
31,Cristian,es ESP,GK,22,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
32,Etxebarrí,es ESP,GK,23,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
33,Jesus Vazquez,es ESP,DF,17,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
34,Squad Total,,,25.2,,418,3420,38,48,35,83,40,8,10,82,5,42.6,34.8,27.3,62.1,575,1180,1168,1.26,0.92,2.18,1.05,1.97,1.12,0.72,1.84,0.92,1.63,,merged_,38
35,Opponent Total,,,27.6,,418,3420,38,51,29,80,46,5,8,99,5,52.2,46.2,33.8,80,713,1644,1630,1.34,0.76,2.11,1.21,1.97,1.37,0.89,2.26,1.22,2.11,,merged_,38
0,�scar Plano,es ESP,"MF,FW",29,,30,2517,28,5,5,10,5,0,0,1,1,4.8,4.8,2.1,6.9,29,77,109,0.18,0.18,0.36,0.18,0.36,0.17,0.07,0.25,0.17,0.25,Matches,merged_,36
1,Fabián Orellan,cl CHI,"MF,FW",34,,27,2138,23.8,6,2,8,2,4,4,5,0,6,2.8,3.5,6.3,67,77,148,0.25,0.08,0.34,0.08,0.17,0.25,0.15,0.4,0.12,0.27,Matches,merged_,30
2,Bruno Gonzále,es ESP,DF,30,,25,2263,25.1,1,0,1,1,0,0,8,0,0.3,0.3,0,0.4,5,31,2,0.04,0,0.04,0.04,0.04,0.01,0,0.01,0.01,0.01,Matches,merged_,27
3,Jordi Masip,es ESP,GK,31,,25,2250,25,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,merged_,25
4,Rubén Alcara,es ESP,MF,29,,25,2165,24.1,1,0,1,1,0,0,10,0,1.8,1.8,0.5,2.3,25,107,21,0.04,0,0.04,0.04,0.04,0.07,0.02,0.1,0.07,0.1,Matches,merged_,30
5,Shon Weissman,il ISR,FW,24,,24,2133,23.7,6,1,7,6,0,0,3,0,5.6,5.6,2.6,8.3,17,22,73,0.25,0.04,0.3,0.25,0.3,0.24,0.11,0.35,0.24,0.35,Matches,merged_,32
6,Joaquín Fernánd,es ESP,DF,24,,24,2073,23,1,0,1,1,0,0,8,0,1.4,1.4,0.5,1.9,0,42,2,0.04,0,0.04,0.04,0.04,0.06,0.02,0.08,0.06,0.08,Matches,merged_,25
7,Nacho,es ESP,DF,31,,21,1813,20.1,0,1,1,0,0,0,3,1,0.6,0.6,1.4,2,28,80,67,0,0.05,0.05,0,0.05,0.03,0.07,0.1,0.03,0.1,Matches,merged_,23
8,Roque Mesa,es ESP,MF,31,,21,1761,19.6,1,0,1,0,1,1,4,1,1.7,0.9,0.8,1.7,44,106,45,0.05,0,0.05,0,0,0.08,0.04,0.13,0.04,0.09,Matches,merged_,25
9,Sergi Guardiola,es ESP,FW,29,,19,1795,19.9,1,2,3,0,1,2,5,0,4.6,3.1,2,5.1,37,34,126,0.05,0.1,0.15,0,0.1,0.23,0.1,0.33,0.15,0.25,Matches,merged_,29
10,Fede San Emeterio,es ESP,MF,23,,17,1460,16.2,0,0,0,0,0,0,7,0,0.1,0.1,0.1,0.2,0,34,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,Matches,merged_,24
11,Jawad El Yamiq,ma MAR,DF,28,,15,1379,15.3,0,1,1,0,0,0,6,0,0.6,0.6,0.1,0.7,6,41,3,0,0.07,0.07,0,0.07,0.04,0,0.05,0.04,0.05,Matches,merged_,19
12,Luis Pére,es ESP,DF,25,,15,1297,14.4,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,27,39,42,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04,Matches,merged_,22
13,Lucas Olaza,uy URU,DF,26,,14,1260,14,1,1,2,1,0,0,4,0,0.5,0.5,1.2,1.6,21,47,37,0.07,0.07,0.14,0.07,0.14,0.03,0.08,0.12,0.03,0.12,Matches,merged_,14
14,Saidy Janko,gm GAM,DF,24,,14,1220,13.6,0,1,1,0,0,0,4,0,0.5,0.5,0.5,1,30,33,64,0,0.07,0.07,0,0.07,0.03,0.04,0.07,0.03,0.07,Matches,merged_,19
15,Roberto,es ESP,GK,34,,13,1170,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,merged_,13
16,Kike Pére,es ESP,MF,23,,12,1159,12.9,0,0,0,0,0,0,3,0,0.8,0.8,0.9,1.8,18,63,27,0,0,0,0,0,0.06,0.07,0.14,0.06,0.14,Matches,merged_,24
17,Marcos Andr�,br BRA,FW,23,,11,1177,13.1,4,1,5,4,0,0,3,0,4.9,4.9,0.7,5.6,26,15,67,0.31,0.08,0.38,0.31,0.38,0.38,0.05,0.43,0.38,0.43,Matches,merged_,23
18,Javi Sánche,es ESP,DF,23,,11,921,10.2,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.3,9,16,1,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03,Matches,merged_,16
19,Pablo Hervía,es ESP,"DF,MF",27,,10,1204,13.4,0,5,5,0,0,0,1,0,0.5,0.5,4,4.5,73,53,66,0,0.37,0.37,0,0.37,0.04,0.3,0.34,0.04,0.34,Matches,merged_,27
20,Toni Villa,es ESP,"MF,FW",25,,10,969,10.8,2,0,2,2,0,0,2,0,0.8,0.8,1.1,1.9,35,54,67,0.19,0,0.19,0.19,0.19,0.07,0.1,0.18,0.07,0.18,Matches,merged_,21
21,Míche,es ESP,MF,32,,10,946,10.5,2,0,2,2,0,0,3,0,0.5,0.5,0.6,1.1,13,65,12,0.19,0,0.19,0.19,0.19,0.05,0.06,0.11,0.05,0.11,Matches,merged_,22
22,Jota,pt POR,"MF,FW",21,,7,668,7.4,1,0,1,1,0,0,1,0,1.5,1.5,0.4,1.8,20,14,50,0.13,0,0.13,0.13,0.13,0.2,0.05,0.25,0.2,0.25,Matches,merged_,17
23,Raúl Garc�,es ESP,"DF,MF",31,,5,504,5.6,1,0,1,1,0,0,2,0,0.1,0.1,0.4,0.5,14,21,22,0.18,0,0.18,0.18,0.18,0.02,0.07,0.09,0.02,0.09,Matches,merged_,8
24,Waldo Rubio,es ESP,"FW,MF",24,,5,375,4.2,1,0,1,0,1,1,1,0,1.1,0.3,0.1,0.4,12,12,17,0.24,0,0.24,0,0,0.26,0.02,0.29,0.08,0.1,Matches,merged_,10
25,Kenan Kodro,ba BIH,"FW,MF",26,,4,459,5.1,0,0,0,0,0,0,1,0,1.3,1.3,0.2,1.4,4,4,15,0,0,0,0,0,0.25,0.03,0.28,0.25,0.28,Matches,merged_,14
26,Javi Moyano,es ESP,DF,34,,2,103,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,Matches,merged_,2
27,Kiko Olivas,es ESP,DF,31,,1,177,2,0,0,0,0,0,0,1,0,0,0,0,0,3,6,2,0,0,0,0,0,0,0,0,0,0,Matches,merged_,5
28,Miguel Ángel Rubi,es ESP,DF,22,,1,135,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,3,0,0,0,0,0,0,0.07,0,0.07,0.07,0.07,Matches,merged_,2
29,Kuki,es ESP,MF,22,,0,30,0.3,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,3,3,0,3,0,0.07,0.07,0,0.07,Matches,merged_,2
30,Oriol Rey,es ESP,MF,22,,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Matches,merged_,1
31,Sergio Benito,es ESP,FW,21,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,merged_,1
32,Fran Álvare,es ESP,MF,22,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
33,Gaizka Campos Bahillo,es ESP,GK,23,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
34,Lucas Freitas,br BRA,DF,19,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
35,Sergio Lópe,es ESP,DF,21,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
36,Luismi,es ESP,"DF,MF",28,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
37,Mohamed Moukhliss,es ESP,MF,20,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
38,Samu Pére,es ESP,GK,23,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
39,Ignasi Vilarrasa,es ESP,DF,20,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
40,Squad Total,,,28.1,,418,3420,38,34,21,55,27,7,8,93,4,40.1,33.8,24.2,58,564,1101,1089,0.89,0.55,1.45,0.71,1.26,1.05,0.64,1.69,0.89,1.53,,merged_,38
41,Opponent Total,,,27.4,,418,3420,38,57,44,101,51,6,7,96,2,52.9,47.4,38.3,85.6,693,1549,1539,1.5,1.16,2.66,1.34,2.5,1.39,1.01,2.4,1.25,2.25,,merged_,38
0,Sergio Asenjo,es ESP,GK,31,,36,3240,36,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,merged_,36
1,Daniel Parejo,es ESP,MF,31,,36,3112,34.6,3,5,8,3,0,0,4,0,1.2,1.2,5.2,6.4,53,320,41,0.09,0.14,0.23,0.09,0.23,0.04,0.15,0.19,0.04,0.19,Matches,merged_,36
2,Raúl Albio,es ESP,DF,34,,35,3115,34.6,0,0,0,0,0,0,7,0,0.9,0.9,1,1.9,19,136,2,0,0,0,0,0,0.03,0.03,0.06,0.03,0.06,Matches,merged_,35
3,Pau Torres,es ESP,DF,23,,33,2970,33,2,2,4,2,0,0,2,0,1.5,1.5,0.8,2.3,47,133,11,0.06,0.06,0.12,0.06,0.12,0.05,0.02,0.07,0.05,0.07,Matches,merged_,33
4,Gerard Moreno,es ESP,FW,28,,30,2673,29.7,23,7,30,13,10,10,3,0,18.9,11.1,7.4,18.5,49,132,233,0.77,0.24,1.01,0.44,0.67,0.63,0.25,0.88,0.37,0.62,Matches,merged_,33
5,Manu Trigueros,es ESP,MF,28,,30,2527,28.1,1,6,7,1,0,0,6,1,2.5,2.5,5,7.6,33,212,68,0.04,0.21,0.25,0.04,0.25,0.09,0.18,0.27,0.09,0.27,Matches,merged_,35
6,Moi Góme,es ESP,"MF,FW",26,,29,2563,28.5,4,0,4,3,1,1,1,0,3.8,3,2.6,5.6,71,116,143,0.14,0,0.14,0.11,0.11,0.13,0.09,0.23,0.11,0.2,Matches,merged_,35
7,Alfonso Pedraza,es ESP,DF,24,,24,2093,23.3,1,2,3,1,0,0,8,0,1.7,1.7,4,5.7,88,47,237,0.04,0.09,0.13,0.04,0.13,0.07,0.17,0.24,0.07,0.24,Matches,merged_,29
8,Mario Gaspar,es ESP,DF,29,,21,1851,20.6,0,2,2,0,0,0,3,1,0.9,0.9,2.1,3,36,92,84,0,0.1,0.1,0,0.1,0.05,0.1,0.15,0.05,0.15,Matches,merged_,24
9,Paco Alcáce,es ESP,FW,26,,19,1544,17.2,6,4,10,5,1,2,0,0,9,7.5,2.8,10.2,12,13,77,0.35,0.23,0.58,0.29,0.52,0.53,0.16,0.69,0.43,0.6,Matches,merged_,27
10,�tienne Capoue,fr FRA,MF,32,,15,1185,13.2,1,0,1,1,0,0,5,1,0.3,0.3,0.1,0.5,10,58,4,0.08,0,0.08,0.08,0.08,0.03,0.01,0.03,0.03,0.03,Matches,merged_,16
11,Samuel Chukwueze,ng NGA,"MF,FW",21,,13,1365,15.2,4,2,6,4,0,0,0,0,2.4,2.4,3,5.4,84,53,177,0.26,0.13,0.4,0.26,0.4,0.16,0.2,0.36,0.16,0.36,Matches,merged_,28
12,Juan Foyth,ar ARG,"DF,MF",22,,13,1168,13,0,0,0,0,0,0,6,0,0.2,0.2,0.1,0.3,19,52,7,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03,Matches,merged_,16
13,Pervis Estupiñ�,ec ECU,DF,22,,12,1168,13,0,0,0,0,0,0,1,0,0.5,0.5,1.5,2,39,35,120,0,0,0,0,0,0.04,0.11,0.15,0.04,0.15,Matches,merged_,25
14,Rubén Pe�,es ESP,DF,29,,12,1116,12.4,1,1,2,1,0,0,1,0,0.8,0.8,0.6,1.4,40,34,88,0.08,0.08,0.16,0.08,0.16,0.06,0.05,0.11,0.06,0.11,Matches,merged_,19
15,Vicente Iborra,es ESP,MF,32,,10,928,10.3,0,0,0,0,0,0,4,0,0.2,0.2,0.1,0.2,3,34,4,0,0,0,0,0,0.02,0.01,0.02,0.02,0.02,Matches,merged_,13
16,Carlos Bacca,co COL,FW,33,,9,786,8.7,5,0,5,5,0,0,1,0,3.2,3.2,1,4.2,11,14,52,0.57,0,0.57,0.57,0.57,0.36,0.12,0.48,0.36,0.48,Matches,merged_,23
17,Ramiro Funes Mori,ar ARG,DF,29,,8,727,8.1,0,0,0,0,0,0,1,0,1,1,0,1,19,25,3,0,0,0,0,0,0.13,0,0.13,0.13,0.13,Matches,merged_,10
18,Fernando Niñ,es ESP,FW,19,,8,593,6.6,3,0,3,3,0,0,1,0,4.6,4.6,0.2,4.8,9,9,43,0.46,0,0.46,0.46,0.46,0.7,0.03,0.72,0.7,0.72,Matches,merged_,17
19,Francis Coquelin,fr FRA,MF,29,,7,736,8.2,0,0,0,0,0,0,4,0,0.2,0.2,0.6,0.8,10,31,20,0,0,0,0,0,0.02,0.07,0.1,0.02,0.1,Matches,merged_,22
20,Yeremi Pino,es ESP,"FW,MF",17,,6,797,8.9,3,1,4,3,0,0,4,0,1,1,1.3,2.4,35,30,106,0.34,0.11,0.45,0.34,0.45,0.12,0.15,0.27,0.12,0.27,Matches,merged_,24
21,Jaume Costa,es ESP,"DF,MF",32,,3,351,3.9,0,1,1,0,0,0,1,0,0.1,0.1,0.2,0.3,9,13,20,0,0.26,0.26,0,0.26,0.02,0.06,0.08,0.02,0.08,Matches,merged_,14
22,Takefusa Kubo,jp JPN,"MF,FW",19,,2,299,3.3,0,0,0,0,0,0,2,1,1.5,1.5,1.1,2.5,18,15,31,0,0,0,0,0,0.45,0.32,0.76,0.45,0.76,Matches,merged_,13
23,Alberto Moreno,es ESP,DF,28,,2,193,2.1,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,10,9,16,0,0,0,0,0,0.1,0,0.1,0.1,0.1,Matches,merged_,5
24,Gerónimo Rull,ar ARG,GK,28,,2,180,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,merged_,2
25,Alex Baena,es ESP,MF,19,,2,137,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,5,5,12,0,0,0,0,0,0.06,0.05,0.11,0.06,0.11,Matches,merged_,6
26,Dani Raba,es ESP,"MF,FW",24,,1,150,1.7,0,0,0,0,0,0,0,0,0.3,0.3,0,0.4,8,10,9,0,0,0,0,0,0.2,0.03,0.23,0.2,0.23,Matches,merged_,5
27,Sofian Chakla,ma MAR,DF,26,,0,13,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,0.39,0,0.39,0.39,0.39,Matches,merged_,1
28,�lex Mill�n,es ESP,FW,20,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,merged_,1
29,Iker Álvare,ad AND,GK,19,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
30,Carlo,es ESP,MF,19,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
31,Filip Jørgense,dk DEN,GK,18,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
32,Lanchi,es ESP,DF,19,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
33,Sergio Lozano,es ESP,MF,21,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
34,Javier Ontiveros,es ESP,"FW,MF",22,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
35,Andrei Ratiu,ro ROU,DF,22,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
36,Squad Total,,,28,,418,3420,38,57,33,90,45,12,13,67,5,56.4,46.4,40.5,86.9,737,1628,1608,1.5,0.87,2.37,1.18,2.05,1.48,1.06,2.55,1.22,2.29,,merged_,38
37,Opponent Total,,,27.5,,418,3420,38,42,25,67,35,7,9,78,4,42.5,35.6,26.2,61.8,635,1227,1219,1.11,0.66,1.76,0.92,1.58,1.12,0.69,1.81,0.94,1.63,,merged_,38
0,David Garcí,es ESP,DF,26,,35,3150,35,1,0,1,1,0,0,8,0,1.1,1.1,0.6,1.7,4,124,2,0.03,0,0.03,0.03,0.03,0.03,0.02,0.05,0.03,0.05,Matches,Osasuna,35
1,Rubén Garc�,es ESP,"MF,FW",27,,33,2718,30.2,3,5,8,2,1,1,2,0,2.6,1.8,5.5,7.3,40,98,197,0.1,0.17,0.26,0.07,0.23,0.09,0.18,0.27,0.06,0.24,Matches,Osasuna,37
2,Sergio Herrera,es ESP,GK,27,,32,2958,32.9,0,0,0,0,0,0,2,0,0,0,0.2,0.2,0,1,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches,Osasuna,33
3,Jon Moncayola,es ESP,MF,22,,28,2660,29.6,2,0,2,2,0,0,7,1,1.4,1.4,1.4,2.7,27,111,45,0.07,0,0.07,0.07,0.07,0.05,0.05,0.09,0.05,0.09,Matches,Osasuna,36
4,Nacho Vidal,es ESP,DF,25,,25,2348,26.1,0,0,0,0,0,0,10,0,0.8,0.8,1.6,2.4,18,87,58,0,0,0,0,0,0.03,0.06,0.09,0.03,0.09,Matches,Osasuna,34
5,Oier Sanjurjo,es ESP,MF,34,,24,2084,23.2,0,2,2,0,0,0,10,0,1.1,1.1,2.2,3.4,8,80,35,0,0.09,0.09,0,0.09,0.05,0.1,0.15,0.05,0.15,Matches,Osasuna,32
6,Aridane Hernánde,es ESP,DF,31,,24,2026,22.5,0,0,0,0,0,0,3,1,0.1,0.1,0.4,0.6,3,43,0,0,0,0,0,0,0.01,0.02,0.02,0.01,0.02,Matches,Osasuna,24
7,Juan Cruz Armada,es ESP,DF,28,,23,1962,21.8,0,0,0,0,0,0,4,0,0.1,0.1,0.5,0.5,19,58,41,0,0,0,0,0,0,0.02,0.02,0,0.02,Matches,Osasuna,26
8,Jonathan Calleri,ar ARG,FW,26,,20,1544,17.2,5,2,7,5,0,0,4,0,5.7,5.5,0.7,6.3,20,31,97,0.29,0.12,0.41,0.29,0.41,0.33,0.04,0.38,0.32,0.37,Matches,Osasuna,25
9,Roberto Torres,es ESP,"MF,FW",31,,19,1894,21,7,1,8,3,4,5,0,0,5.9,2.5,1.6,4.1,27,79,95,0.33,0.05,0.38,0.14,0.19,0.28,0.08,0.35,0.12,0.2,Matches,Osasuna,35
10,Ante Budimir,hr CRO,FW,29,,18,1625,18.1,11,0,11,11,0,0,3,0,9.2,9.2,0.8,10,14,29,103,0.61,0,0.61,0.61,0.61,0.51,0.04,0.55,0.51,0.55,Matches,Osasuna,30
11,Lucas Torr�,es ESP,MF,26,,17,1548,17.2,0,1,1,0,0,0,4,0,1.5,1.5,0.4,1.9,5,55,15,0,0.06,0.06,0,0.06,0.09,0.02,0.11,0.09,0.11,Matches,Osasuna,25
12,Kike Barja,es ESP,"MF,FW",23,,17,1433,15.9,2,3,5,2,0,0,2,0,2.6,2.6,2,4.6,46,55,143,0.13,0.19,0.31,0.13,0.31,0.16,0.12,0.29,0.16,0.29,Matches,Osasuna,33
13,Iñigo Pér,es ESP,"MF,DF",32,,16,1347,15,0,0,0,0,0,0,4,1,0.3,0.3,0.9,1.1,6,76,34,0,0,0,0,0,0.02,0.06,0.08,0.02,0.08,Matches,Osasuna,22
14,Facundo Roncaglia,ar ARG,DF,33,,14,1232,13.7,1,1,2,1,0,0,3,1,0.5,0.5,0.5,1,12,33,24,0.07,0.07,0.15,0.07,0.15,0.04,0.04,0.07,0.04,0.07,Matches,Osasuna,17
15,Unai Garcí,es ESP,DF,28,,13,1242,13.8,0,0,0,0,0,0,3,0,0.4,0.4,0.4,0.8,4,35,1,0,0,0,0,0,0.03,0.03,0.06,0.03,0.06,Matches,Osasuna,17
16,Manu Sánche,es ESP,DF,19,,10,976,10.8,0,4,4,0,0,0,4,0,0.1,0.1,1.2,1.4,20,51,54,0,0.37,0.37,0,0.37,0.01,0.11,0.13,0.01,0.13,Matches,Osasuna,16
17,Darko Brašana,rs SRB,MF,28,,9,909,10.1,2,0,2,2,0,0,4,0,0.9,0.9,0.1,1.1,22,40,46,0.2,0,0.2,0.2,0.2,0.09,0.01,0.11,0.09,0.11,Matches,Osasuna,16
18,Jony,es ESP,"MF,FW",29,,9,871,9.7,0,2,2,0,0,0,0,0,0.7,0.7,2.7,3.3,24,48,84,0,0.21,0.21,0,0.21,0.07,0.28,0.34,0.07,0.34,Matches,Osasuna,22
19,Enric Gallego,es ESP,FW,33,,8,806,9,0,2,2,0,0,0,2,0,1.8,1.8,0.6,2.4,5,31,46,0,0.22,0.22,0,0.22,0.2,0.06,0.27,0.2,0.27,Matches,Osasuna,22
20,Javi Martíne,es ESP,"MF,FW",20,,6,460,5.1,1,1,2,1,0,0,1,0,0.7,0.7,0.4,1,4,11,19,0.2,0.2,0.39,0.2,0.39,0.13,0.07,0.2,0.13,0.2,Matches,Osasuna,13
21,Adrián Lóp,es ESP,"FW,MF",32,,5,481,5.3,1,1,2,1,0,0,0,0,1.4,1.4,0.2,1.6,12,23,43,0.19,0.19,0.37,0.19,0.37,0.27,0.03,0.3,0.27,0.3,Matches,Osasuna,17
22,Jonás Ramalh,es ESP,DF,27,,3,304,3.4,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches,Osasuna,5
23,Juan Pére,es ESP,GK,24,,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,Osasuna,3
24,Rubé,es ESP,GK,36,,3,187,2.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,Osasuna,3
25,Ezequiel Ávil,ar ARG,"FW,MF",26,,2,202,2.2,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,1,6,9,0,0,0,0,0,0.16,0,0.16,0.16,0.16,Matches,Osasuna,8
26,Raúl Nava,es ESP,DF,32,,2,168,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.02,0.02,0,0.02,Matches,Osasuna,2
27,Marc Cardona,es ESP,"FW,DF",25,,0,53,0.6,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,2,5,0,0,0,0,0,0.4,0,0.4,0.4,0.4,Matches,Osasuna,3
28,Brandon,es ESP,"FW,MF",25,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Osasuna,0
29,Asier Córdob,es ESP,FW,20,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Osasuna,0
30,Iñak,es ESP,GK,23,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Osasuna,0
31,Iván Martín,es ESP,GK,18,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Osasuna,0
32,Aimar Oroz,es ESP,MF,18,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Osasuna,0
33,Kike Saverio,es ESP,MF,21,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Osasuna,0
34,Gorka Zabarte,es ESP,DF,21,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Osasuna,0
35,Squad Total,,,27.9,,418,3420,38,36,25,61,31,5,6,80,5,38.7,34.7,24.9,59.7,345,1220,1200,0.95,0.66,1.61,0.82,1.47,1.02,0.66,1.68,0.91,1.57,,Osasuna,38
36,Opponent Total,,,27.4,,418,3420,38,46,31,77,41,5,8,65,0,47.8,41.5,33.2,74.6,678,1525,1510,1.21,0.82,2.03,1.08,1.89,1.26,0.87,2.13,1.09,1.96,,Osasuna,38
0,Emerson,br BRA,DF,21,,34,2991,33.2,1,4,5,1,0,0,9,1,1.5,1.5,2.7,4.3,91,132,186,0.03,0.12,0.15,0.03,0.15,0.05,0.08,0.13,0.05,0.13,Matches,RB,34
1,Guido Rodrígue,ar ARG,MF,26,,34,2864,31.8,1,0,1,1,0,0,10,0,2.3,2.3,0.7,3,14,127,12,0.03,0,0.03,0.03,0.03,0.07,0.02,0.1,0.07,0.1,Matches,RB,35
2,Nabil Fekir,fr FRA,"MF,FW",27,,33,2622,29.1,5,6,11,4,1,3,5,1,7,4.6,5.2,9.8,103,152,182,0.17,0.21,0.38,0.14,0.34,0.24,0.18,0.42,0.16,0.34,Matches,RB,33
3,Sergio Canales,es ESP,"MF,FW",29,,28,2498,27.8,8,6,14,6,2,3,4,0,5.3,2.9,6.7,9.6,102,200,127,0.29,0.22,0.5,0.22,0.43,0.19,0.24,0.43,0.1,0.35,Matches,RB,31
